"nome"
"ANGÉLICA"
"ANAPU"
"CANUTAMA"
"AMAPORÃ"
"AQUIRAZ"
"BOCA DA MATA"
"CARAUARI"
"AMARGOSA"
"CAMPOS DOS GOYTACAZES"
"ASSUNÇÃO DO PIAUÍ"
"AIMORÉS"
"AQUIDAUANA"
"BAGRE"
"ANÁPOLIS"
"ÂNGULO"
"BAIXA GRANDE DO RIBEIRO"
"ARCOVERDE"
"BACABAL"
"ARÊS"
"CACHOEIRO DE ITAPEMIRIM"
"COARI"
"ARAL MOREIRA"
"ARAPUTANGA"
"ÁLVARES MACHADO"
"ANDARAÍ"
"ARROIO GRANDE"
"CASIMIRO DE ABREU"
"ARENÁPOLIS"
"CODAJÁS"
"BALSAS"
"BELÉM"
"ARIPUANÃ"
"CASTELO"
"EIRUNEPÉ"
"APUCARANA"
"BARRO DURO"
"BANANEIRAS"
"BENEVIDES"
"COLATINA"
"ENVIRA"
"ARAPONGAS"
"BAGÉ"
"ARAÇU"
"BARÃO DE MELGAÇO"
"FONTE BOA"
"ALFENAS"
"AMERICANA"
"ARAGARÇAS"
"DUQUE DE CAXIAS"
"BARRA DO BUGRES"
"ALMENARA"
"BARREIRINHAS"
"BRAGANÇA"
"BREU BRANCO"
"BARRA DO GARÇAS"
"IPIXUNA"
"ARAUCÁRIA"
"BAYEUX"
"BREVES"
"IRANDUBA"
"IGUABA GRANDE"
"ITABORAÍ"
"BRASNORTE"
"ITACOATIARA"
"BOM JESUS"
"ALPINÓPOLIS"
"BARRA DO RIBEIRO"
"ASSIS CHATEAUBRIAND"
"ARACATU"
"CAICÓ"
"BALNEÁRIO CAMBORIÚ"
"ITAPIRANGA"
"ANDRADINA"
"BREJO"
"CAMETÁ"
"BENTO GONÇALVES"
"ESTÂNCIA"
"ARAGUAÍNA"
"CAMPINAS DO PIAUÍ"
"BODOQUENA"
"BEBERIBE"
"JURUÁ"
"BONITO"
"CORURIPE"
"JUTAÍ"
"BALSA NOVA"
"CANTO DO BURITI"
"MACAÉ"
"BLUMENAU"
"GUARAPARI"
"LÁBREA"
"BANDEIRANTES"
"CAARAPÓ"
"ARUANÃ"
"CÁCERES"
"MANACAPURU"
"CHAVES"
"MANAQUIRI"
"CEARÁ-MIRIM"
"MANGARATIBA"
"CAMOCIM"
"CAMPINÁPOLIS"
"MANAUS"
"CAMPO NOVO DO PARECIS"
"CAMPO VERDE"
"CANABRAVA DO NORTE"
"MARICÁ"
"CANARANA"
"FELIZ DESERTO"
"MANICORÉ"
"CAMPO GRANDE"
"CONCEIÇÃO DO ARAGUAIA"
"CUMARU DO NORTE"
"CURIONÓPOLIS"
"ARAÇATUBA"
"CAROLINA"
"MAUÉS"
"CASSILÂNDIA"
"CACEQUI"
"ITABAIANA"
"CHAPADÃO DO SUL"
"ELDORADO DOS CARAJÁS"
"CACHOEIRA DO SUL"
"CAÇADOR"
"CHAPADA DOS GUIMARÃES"
"IBATEGUARA"
"BOA ESPERANÇA"
"CABROBÓ"
"GOIANÉSIA DO PARÁ"
"GURUPÁ"
"COCALINHO"
"NOVA OLINDA DO NORTE"
"CORGUINHO"
"BARREIRAS"
"BARRO ALTO"
"COLÍDER"
"IGREJA NOVA"
"LINHARES"
"NOVO AIRÃO"
"CORUMBÁ"
"ARARAQUARA"
"CABEDELO"
"PARNAMIRIM"
"COSTA RICA"
"NITERÓI"
"NOVO ARIPUANÃ"
"COXIM"
"ARARAS"
"IGARAPÉ-MIRI"
"CONFRESA"
"CONQUISTA D'OESTE"
"COTRIGUAÇU"
"NOVA FRIBURGO"
"CUIABÁ"
"PARINTINS"
"AREALVA"
"DENISE"
"BOM JESUS DE GOIÁS"
"NOVA IGUAÇU"
"DIAMANTINO"
"PAUINI"
"ARAGUARI"
"CAMAQUÃ"
"PRESIDENTE FIGUEIREDO"
"CAMBARÁ"
"ELISEU MARTINS"
"COROATÁ"
"ITAITUBA"
"FELIZ NATAL"
"CAMBÉ"
"DOURADOS"
"ITUPIRANGA"
"CAUCAIA"
"JACAREACANGA"
"ARTUR NOGUEIRA"
"BOA VISTA DO TUPIM"
"PARATY"
"SÃO GABRIEL DA CACHOEIRA"
"CAMPOS LINDOS"
"FIGUEIRÃO"
"ARUJÁ"
"GENERAL CARNEIRO"
"CABECEIRAS"
"CAMPINA GRANDE DO SUL"
"ASSIS"
"CAMPINA GRANDE"
"CAMPO BONITO"
"TABATINGA"
"BOQUIRA"
"CACHOEIRA ALTA"
"CRATEÚS"
"TAPAUÁ"
"CARUARU"
"ATIBAIA"
"QUISSAMÃ"
"RESENDE"
"CHAPECÓ"
"GUIRATINGA"
"TEFÉ"
"CAMPO LARGO"
"AURIFLAMA"
"MARABÁ"
"CACHOEIRA DOURADA"
"CAMPO MAGRO"
"CAÇU"
"RIO BONITO"
"CONCÓRDIA"
"MACEIÓ"
"CAMPO MOURÃO"
"IGUATEMI"
"FORTALEZA"
"CANELA"
"CAIAPÔNIA"
"RIO CLARO"
"MARITUBA"
"CANDÓI"
"ITAPORÃ"
"AVARÉ"
"CALDAS NOVAS"
"CORUPÁ"
"RIO DAS OSTRAS"
"IPIRANGA DO NORTE"
"RIO DE JANEIRO"
"CORREIA PINTO"
"CANOAS"
"SANTA MARIA MADALENA"
"CRICIÚMA"
"ITIQUIRA"
"CAPÃO DA CANOA"
"CAPÃO DO LEÃO"
"IVINHEMA"
"CARAZINHO"
"CAMPINORTE"
"SÃO GABRIEL DA PALHA"
"MONTE ALEGRE"
"CASCAVEL"
"CAMPO LIMPO DE GOIÁS"
"MUANÁ"
"SÃO MATEUS"
"CASTRO"
"JARAGUARI"
"GUIMARÃES"
"GUAIÚBA"
"GUARACIABA DO NORTE"
"JAURU"
"SERRA"
"CATANDUVAS"
"JARDIM"
"HUMBERTO DE CAMPOS"
"NOVO PROGRESSO"
"VENDA NOVA DO IMIGRANTE"
"GUARAMIRANGA"
"JUARA"
"MATRIZ DE CAMARAGIBE"
"ITAUEIRA"
"ÓBIDOS"
"CAXIAS DO SUL"
"JUÍNA"
"IGARAPÉ DO MEIO"
"JUSCIMEIRA"
"VILA VELHA"
"LUCAS DO RIO VERDE"
"EXU"
"BARRA BONITA"
"IMPERATRIZ"
"ORIXIMINÁ"
"CHAPADA"
"VITÓRIA"
"BARÃO DE COCAIS"
"ITAPECURU MIRIM"
"CAIRU"
"CERES"
"SAPUCAIA"
"FLORIANÓPOLIS"
"ITINGA DO MARANHÃO"
"OURILÂNDIA DO NORTE"
"FORQUILHINHA"
"FERNANDO DE NORONHA"
"PACAJÁ"
"BARRETOS"
"PARAGOMINAS"
"IGUATU"
"VILA BELA DA SANTÍSSIMA TRINDADE"
"CIANORTE"
"COLINAS DO TOCANTINS"
"PARAUAPEBAS"
"NOVO LINO"
"CIDADE GAÚCHA"
"BARBACENA"
"MIRANDA"
"MIRASSOL D'OESTE"
"PLACAS"
"MUNDO NOVO"
"PONTA DE PEDRAS"
"CAMAÇARI"
"FLORESTA"
"NAVIRAÍ"
"BARUERI"
"CORUMBÁ DE GOIÁS"
"GARUVA"
"PORTEL"
"CORUMBAÍBA"
"TRAJANO DE MORAES"
"NOBRES"
"BATATAIS"
"PORTO DE MOZ"
"LAJEADO NOVO"
"NORTELÂNDIA"
"BAURU"
"CRISTALÂNDIA"
"BEBEDOURO"
"CRUZ ALTA"
"VALENÇA"
"REDENÇÃO"
"RURÓPOLIS"
"BELO HORIZONTE"
"NOVA ANDRADINA"
"CRISTALINA"
"NOVA BRASILÂNDIA"
"NOVA UBIRATÃ"
"NOVA XAVANTINA"
"NOVO SÃO JOAQUIM"
"VOLTA REDONDA"
"PARANATINGA"
"BERTIOGA"
"PEDRA PRETA"
"SANTA CRUZ DO ARARI"
"ITAPIPOCA"
"CORNÉLIO PROCÓPIO"
"PEIXOTO DE AZEVEDO"
"PLANALTO DA SERRA"
"GUARAMIRIM"
"POCONÉ"
"MATINHA"
"DOM PEDRITO"
"PONTA PORÃ"
"BIRITIBA-MIRIM"
"MATÕES DO NORTE"
"BOA ESPERANÇA DO SUL"
"SANTANA DO ARAGUAIA"
"PONTES E LACERDA"
"ELDORADO DO SUL"
"PORTO ALEGRE DO NORTE"
"CRUZ MACHADO"
"IGARASSU"
"BOCAINA"
"SANTARÉM"
"CURITIBA"
"PORTO MURTINHO"
"CARAVELAS"
"BOITUVA"
"ERECHIM"
"POXORÉO"
"DIANÓPOLIS"
"OEIRAS"
"PRIMAVERA DO LESTE"
"QUERÊNCIA"
"ILHOTA"
"RIBAS DO RIO PARDO"
"DOIS VIZINHOS"
"RIO BRILHANTE"
"JIJOCA DE JERICOACOARA"
"SÃO FÉLIX DO XINGU"
"IMBITUBA"
"JUAZEIRO DO NORTE"
"BOCAIÚVA"
"SÃO JOSÉ DO XINGU"
"EDÉIA"
"IMBUIA"
"BOM DESPACHO"
"RIO VERDE DE MATO GROSSO"
"ESPUMOSO"
"ENGENHEIRO BELTRÃO"
"ROCHEDO"
"BOTUCATU"
"PAÇO DO LUMIAR"
"JOÃO PESSOA"
"FAROL"
"RONDONÓPOLIS"
"BRAGANÇA PAULISTA"
"SÃO GABRIEL DO OESTE"
"MARANGUAPE"
"RIO LARGO"
"ROSÁRIO OESTE"
"PARNAÍBA"
"BOM JESUS DO AMPARO"
"SÃO SEBASTIÃO DA BOA VISTA"
"SANTA RITA DO TRIVELATO"
"SANTO ANTÔNIO DO LEVERGER"
"BOM JESUS DO GALHO"
"SENADOR JOSÉ PORFÍRIO"
"SAPEZAL"
"JABOATÃO DOS GUARARAPES"
"BROTAS"
"PASSAGEM FRANCA"
"SOURE"
"SINOP"
"SORRISO"
"SONORA"
"TABAPORÃ"
"TANGARÁ DA SERRA"
"TAQUARUSSU"
"TERRA SANTA"
"MOSSORÓ"
"FORMOSA"
"TAPURAH"
"PICOS"
"TUCUMÃ"
"NATAL"
"TESOURO"
"BURITAMA"
"ULIANÓPOLIS"
"URUARÁ"
"CONCEIÇÃO DA FEIRA"
"ITAJAÍ"
"TORIXORÉU"
"ITAPEMA"
"FOZ DO IGUAÇU"
"PIRACURUCA"
"TRÊS LAGOAS"
"VÁRZEA GRANDE"
"FRANCISCO BELTRÃO"
"PIRIPIRI"
"XINGUARA"
"CONCEIÇÃO DO COITÉ"
"CAÇAPAVA"
"GOIOERÊ"
"PINHEIRO"
"GARIBALDI"
"GOIANÉSIA"
"CONDEÚBA"
"GOIÂNIA"
"GOIANIRA"
"JAGUARUNA"
"GUAÍRA"
"CAIABU"
"GOIÁS"
"JARAGUÁ DO SUL"
"NOVA MARINGÁ"
"RIBEIRO GONÇALVES"
"JOAÇABA"
"GUAPIRAMA"
"JOINVILLE"
"BUENO BRANDÃO"
"CORIBE"
"CAJAMAR"
"CAJATI"
"LAGES"
"CAJOBI"
"CORRENTINA"
"GUAÍBA"
"GUARAPUAVA"
"COTEGIPE"
"LAGUNA"
"CABECEIRA GRANDE"
"RAPOSA"
"LAJEADO GRANDE"
"OCARA"
"GURUPI"
"CAMPINAS"
"ORÓS"
"OLINDA"
"GUARATUBA"
"IBIPORÃ"
"OROCÓ"
"SANTA INÊS"
"LUIZ ALVES"
"CÂNDIDO MOTA"
"SANTA LUZIA"
"CÂNDIDO RODRIGUES"
"IPAMERI"
"IJUÍ"
"SÃO MIGUEL DO TAPUIO"
"CARAGUATATUBA"
"SÃO BENTO"
"CAMANDUCAIA"
"ITAQUI"
"SÃO RAIMUNDO NONATO"
"CARAPICUÍBA"
"FEIRA DE SANTANA"
"SIMPLÍCIO MENDES"
"CASA BRANCA"
"ITAPIRATINS"
"TAMBORIL DO PIAUÍ"
"TERESINA"
"JAGUARÃO"
"ITAPIRAPUÃ"
"SÃO JOÃO DO CARÚ"
"ITAMBÉ"
"CAMPINA VERDE"
"PETROLINA"
"CATANDUVA"
"FORMOSA DO RIO PRETO"
"ITAPURANGA"
"URUÇUÍ"
"SÃO LUÍS"
"NAVEGANTES"
"VALENÇA DO PIAUÍ"
"NOVA ERECHIM"
"CAMPO FLORIDO"
"PRIMAVERA"
"ITUMBIARA"
"IVATÉ"
"RECIFE"
"MAÇAMBARÁ"
"SERRANO DO MARANHÃO"
"JARAGUÁ"
"OURO"
"MARAU"
"JAGUAPITÃ"
"LAGOA DA CONFUSÃO"
"JATAÍ"
"COLINA"
"TASSO FRAGOSO"
"SÃO GONÇALO DO AMARANTE"
"JUSSARA"
"SALGUEIRO"
"TIMON"
"LEOPOLDO DE BULHÕES"
"PRINCESA ISABEL"
"MONTENEGRO"
"MOSTARDAS"
"LUZIÂNIA"
"JATAIZINHO"
"CAPITÓLIO"
"COSMÓPOLIS"
"MARA ROSA"
"COTIA"
"LAPA"
"MIRANORTE"
"NOVA RAMADA"
"NOVO HAMBURGO"
"PORTO BELO"
"LOANDA"
"OSÓRIO"
"MONTE DO CARMO"
"ILHÉUS"
"PORTO UNIÃO"
"PALMARES DO SUL"
"LONDRINA"
"CARLOS CHAGAS"
"INHAMBUPE"
"PALMEIRA DAS MISSÕES"
"MONTES CLAROS DE GOIÁS"
"MONTIVIDIU"
"SÃO VICENTE FERRER"
"TAIPU"
"SERRA TALHADA"
"PARECI NOVO"
"PASSO FUNDO"
"MANDAGUAÇU"
"CARMO DO CAJURU"
"SIRINHAÉM"
"PEDRO OSÓRIO"
"PEJUÇARA"
"DRACENA"
"PELOTAS"
"NAZÁRIO"
"MANOEL RIBAS"
"IRECÊ"
"NIQUELÂNDIA"
"RIO DO OESTE"
"MARECHAL CÂNDIDO RONDON"
"MARIA HELENA"
"MARIALVA"
"ELDORADO"
"PORTO ALEGRE"
"RIO NEGRINHO"
"NOVA ROSALÂNDIA"
"MARILUZ"
"MARINGÁ"
"NOVO GAMA"
"NOVO PLANALTO"
"ORIZONA"
"QUATRO IRMÃOS"
"CATAS ALTAS"
"FARTURA"
"ITAJU DO COLÔNIA"
"RESTINGA SECA"
"FERNANDÓPOLIS"
"ITAMARAJU"
"RIO GRANDE"
"PALMEIRAS DE GOIÁS"
"SANTO AMARO DA IMPERATRIZ"
"MAUÁ DA SERRA"
"SÃO BENTO DO SUL"
"MIRADOR"
"PARAÍSO DO TOCANTINS"
"CHAPADA GAÚCHA"
"FRANCA"
"SÃO FRANCISCO DO SUL"
"ITAPETINGA"
"ROSÁRIO DO SUL"
"PEROLÂNDIA"
"PEDRO AFONSO"
"SÃO JOSÉ"
"GARÇA"
"SANTA CRUZ DO SUL"
"PETROLINA DE GOIÁS"
"GAVIÃO PEIXOTO"
"NOVA ESPERANÇA"
"SANTA MARIA"
"PIRACANJUBA"
"SANTA ROSA"
"PIRANHAS"
"SANTA VITÓRIA DO PALMAR"
"PIRENÓPOLIS"
"CONCEIÇÃO DAS ALAGOAS"
"JABORANDI"
"SCHROEDER"
"PIUM"
"GUAPIAÇU"
"SANTO ÂNGELO"
"PALMAS"
"SANTO ANTÔNIO DA PATRULHA"
"PLANALTINA"
"PALMEIRA"
"JAGUARIPE"
"TAIÓ"
"CONFINS"
"GUARACI"
"PALOTINA"
"PONTE ALTA DO TOCANTINS"
"SÃO BORJA"
"SÃO FRANCISCO DE ASSIS"
"PARANAGUÁ"
"PORTO NACIONAL"
"GUARARAPES"
"CONSELHEIRO LAFAIETE"
"SÃO GABRIEL"
"PARANAVAÍ"
"GUARATINGUETÁ"
"SÃO JOÃO DO POLÊSINE"
"PATO BRANCO"
"QUIRINÓPOLIS"
"CONTAGEM"
"GUARIBA"
"SÃO JOSÉ DOS AUSENTES"
"GUARUJÁ"
"TUBARÃO"
"GUARULHOS"
"RIO VERDE"
"HERCULÂNDIA"
"CORINTO"
"LAURO DE FREITAS"
"IARAS"
"PINHÃO"
"COROMANDEL"
"IBATÉ"
"LENÇÓIS"
"SANTA HELENA DE GOIÁS"
"PIRAÍ DO SUL"
"IBIRÁ"
"SÃO PEDRO DO SUL"
"SANTA RITA DO ARAGUAIA"
"PIRAQUARA"
"LUÍS EDUARDO MAGALHÃES"
"IBITINGA"
"SÃO SEPÉ"
"MACARANI"
"IBIÚNA"
"SANTO ANTÔNIO DE GOIÁS"
"SÃO VICENTE DO SUL"
"ICÉM"
"PONTA GROSSA"
"PORECATU"
"IGARAPAVA"
"SENADOR SALGADO FILHO"
"ILHA COMPRIDA"
"ILHA SOLTEIRA"
"SENADOR CANEDO"
"PRIMEIRO DE MAIO"
"SILVÂNIA"
"QUARTO CENTENÁRIO"
"MARAÚ"
"QUATRO BARRAS"
"CURVELO"
"QUERÊNCIA DO NORTE"
"IPERÓ"
"MATA DE SÃO JOÃO"
"TAPERA"
"IPEÚNA"
"TAPES"
"IPIGUÁ"
"DELTA"
"TRÊS RANCHOS"
"IPUÃ"
"TRINDADE"
"TOROPI"
"TORRES"
"URUAÇU"
"DIAMANTINA"
"ITABERÁ"
"ITAÍ"
"MORTUGABA"
"TRÊS FORQUILHAS"
"MUCUGÊ"
"MUCURI"
"TRIUNFO"
"ITANHAÉM"
"VILA PROPÍCIO"
"DIVINÓPOLIS"
"URUGUAIANA"
"ITAPEVA"
"VACARIA"
"VALE VERDE"
"ITAPIRA"
"VENÂNCIO AIRES"
"SABÁUDIA"
"ITÁPOLIS"
"VERANÓPOLIS"
"VIAMÃO"
"ITAQUAQUECETUBA"
"ITARIRI"
"ITATIBA"
"ITIRAPINA"
"SANTA ISABEL DO IVAÍ"
"ITOBI"
"SANTA MARIANA"
"ITU"
"SANTA MÔNICA"
"ITUPEVA"
"PAULO AFONSO"
"SANTA TEREZINHA DE ITAIPU"
"ESPINOSA"
"JABOTICABAL"
"JACAREÍ"
"JACUPIRANGA"
"JAGUARIÚNA"
"JALES"
"SÃO JOÃO DO CAIUÁ"
"FAMA"
"JARINU"
"JAÚ"
"PORTO SEGURO"
"PRADO"
"SÃO JOSÉ DOS PINHAIS"
"SÃO MIGUEL DO IGUAÇU"
"FELIXLÂNDIA"
"JOSÉ BONIFÁCIO"
"SÃO PEDRO DO IVAÍ"
"FERROS"
"JUNDIAÍ"
"JUQUIÁ"
"FORMIGA"
"RIACHÃO DAS NEVES"
"SERTANÓPOLIS"
"LAVÍNIA"
"SIQUEIRA CAMPOS"
"LEME"
"TAPEJARA"
"LENÇÓIS PAULISTA"
"TAPIRA"
"LIMEIRA"
"LINS"
"TERRA BOA"
"TERRA RICA"
"GOIANÁ"
"TERRA ROXA"
"SALVADOR"
"TIJUCAS DO SUL"
"TOLEDO"
"GOVERNADOR VALADARES"
"LUIZIÂNIA"
"UMUARAMA"
"GUAPÉ"
"UNIÃO DA VITÓRIA"
"SANTANA"
"GUARANÉSIA"
"GUARANI"
"SANTA RITA DE CÁSSIA"
"MAIRIPORÃ"
"SANTA TERESINHA"
"GUARDA-MOR"
"MARABÁ PAULISTA"
"SÃO DESIDÉRIO"
"MARIÁPOLIS"
"MARÍLIA"
"GURINHATÃ"
"MATÃO"
"SÃO SEBASTIÃO DO PASSÉ"
"IBIÁ"
"MESÓPOLIS"
"MIGUELÓPOLIS"
"MIRACATU"
"SENTO SÉ"
"MIRASSOL"
"MOGI DAS CRUZES"
"MOGI GUAÇU"
"MOGI MIRIM"
"TAPIRAMUTÁ"
"IPATINGA"
"TEIXEIRA DE FREITAS"
"UAUÁ"
"ITAJUBÁ"
"NAZARÉ PAULISTA"
"URANDI"
"NOVA GRANADA"
"NOVA INDEPENDÊNCIA"
"VERA CRUZ"
"VITÓRIA DA CONQUISTA"
"NOVA ODESSA"
"NOVO HORIZONTE"
"WENCESLAU GUIMARÃES"
"OLÍMPIA"
"ITUIUTABA"
"ORLÂNDIA"
"OSASCO"
"OUROESTE"
"OURO VERDE"
"PACAEMBU"
"PALESTINA"
"JAÍBA"
"JANAÚBA"
"JANUÁRIA"
"PARAGUAÇU PAULISTA"
"JOÃO MONLEVADE"
"JOÃO PINHEIRO"
"PAULÍNIA"
"JUATUBA"
"JUIZ DE FORA"
"PENÁPOLIS"
"PEREIRA BARRETO"
"LAGOA FORMOSA"
"PERUÍBE"
"PIACATU"
"PINDORAMA"
"LAVRAS"
"PINHALZINHO"
"PIQUETE"
"PIRACICABA"
"PIRAJU"
"PIRAJUÍ"
"PIRASSUNUNGA"
"MANHUAÇU"
"MANTENA"
"POLONI"
"PORTO FELIZ"
"POTIRENDABA"
"PRADÓPOLIS"
"PRAIA GRANDE"
"PRESIDENTE BERNARDES"
"PRESIDENTE PRUDENTE"
"PRESIDENTE VENCESLAU"
"PROMISSÃO"
"MINAS NOVAS"
"QUEIROZ"
"MONTE CARMELO"
"MONTES CLAROS"
"RIBEIRÃO PRETO"
"MORADA NOVA DE MINAS"
"NANUQUE"
"NOVA LIMA"
"SALES"
"SALES OLIVEIRA"
"NOVA PONTE"
"SALTO DE PIRAPORA"
"OLIVEIRA"
"SANTA BÁRBARA D'OESTE"
"OURO BRANCO"
"OURO FINO"
"OURO PRETO"
"SANTA CLARA D'OESTE"
"SANTA CRUZ DAS PALMEIRAS"
"SANTA CRUZ DO RIO PARDO"
"SANTA FÉ DO SUL"
"SANTA ISABEL"
"PARACATU"
"PARÁ DE MINAS"
"SANTO ANDRÉ"
"PASSOS"
"PATOS DE MINAS"
"SANTO ANTÔNIO DO ARACANGUÁ"
"PATROCÍNIO"
"SANTOS"
"SÃO BERNARDO DO CAMPO"
"SÃO CAETANO DO SUL"
"SÃO CARLOS"
"PEDRALVA"
"SÃO JOÃO DA BOA VISTA"
"SÃO JOAQUIM DA BARRA"
"SÃO JOSÉ DO RIO PARDO"
"PERDIZES"
"SÃO JOSÉ DO RIO PRETO"
"SÃO JOSÉ DOS CAMPOS"
"SÃO LOURENÇO DA SERRA"
"SÃO MANUEL"
"SÃO PAULO"
"SÃO PEDRO"
"SÃO SEBASTIÃO"
"SÃO VICENTE"
"PIRAPORA"
"PIUMHI"
"SERRA NEGRA"
"SERTÃOZINHO"
"POÇOS DE CALDAS"
"SETE BARRAS"
"POMPÉU"
"SOCORRO"
"SOROCABA"
"POUSO ALEGRE"
"PRATA"
"TABOÃO DA SERRA"
"PRATINHA"
"PRESIDENTE OLEGÁRIO"
"QUELUZITO"
"TATUÍ"
"TAUBATÉ"
"TIETÊ"
"TUPI PAULISTA"
"UBATUBA"
"ROMARIA"
"VIRADOURO"
"SACRAMENTO"
"VITÓRIA BRASIL"
"VOTUPORANGA"
"SANTANA DO PARAÍSO"
"SÃO FRANCISCO DE SALES"
"SÃO LOURENÇO"
"SÃO SEBASTIÃO DO PARAÍSO"
"TEÓFILO OTONI"
"TIMÓTEO"
"TIRADENTES"
"TIROS"
"TRÊS CORAÇÕES"
"TUMIRITINGA"
"TURMALINA"
"UBERABA"
"UBERLÂNDIA"
"UNAÍ"
"UNIÃO DE MINAS"
"VARGEM BONITA"
"VARGINHA"
"VARJÃO DE MINAS"
"VERÍSSIMO"
"VIÇOSA"
"SANTANA DO LIVRAMENTO"
"NÃO IDENTIFICADA"
"ÁGUAS INTERNACIONAIS"
